Horizon started successfully.
[2020-10-24 07:00:05][2400] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-24 07:00:08][2399] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-24 07:30:02][2401] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-24 07:30:03][2402] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-24 07:30:03][2402] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-24 07:30:07][2401] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-24 08:00:02][2403] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-24 08:00:04][2404] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-24 08:00:04][2404] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-24 08:00:07][2403] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-24 08:30:04][2406] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-24 08:30:04][2406] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-24 08:30:04][2405] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-24 08:30:08][2405] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-24 09:00:02][2407] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-24 09:00:03][2408] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-24 09:00:03][2408] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-24 09:00:07][2407] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-24 09:30:02][2409] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-24 09:30:04][2410] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-24 09:30:04][2410] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-24 09:30:07][2409] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-24 10:00:03][2411] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-24 10:00:05][2412] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-24 10:00:05][2412] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-24 10:00:07][2411] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-24 10:30:02][2413] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-24 10:30:04][2414] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-24 10:30:04][2414] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-24 10:30:07][2413] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-24 11:00:02][2415] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-24 11:00:03][2416] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-24 11:00:03][2416] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-24 11:00:08][2415] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-24 11:30:04][2417] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-24 11:30:05][2418] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-24 11:30:05][2418] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-24 11:30:08][2417] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-24 12:00:02][2419] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-24 12:00:03][2420] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-24 12:00:03][2420] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-24 12:00:07][2419] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-24 12:01:09][2421] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-24 12:01:10][2421] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-24 12:30:02][2422] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-24 12:30:04][2423] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-24 12:30:04][2423] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-24 12:30:07][2422] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-24 13:00:02][2424] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-24 13:00:04][2425] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-24 13:00:04][2425] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-24 13:00:07][2424] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-24 13:01:07][2426] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-24 13:01:07][2426] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-24 13:30:02][2427] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-24 13:30:05][2428] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-24 13:30:05][2428] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-24 13:30:08][2427] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-24 14:00:02][2429] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-24 14:00:04][2430] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-24 14:00:04][2430] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-24 14:00:08][2429] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-24 14:01:10][2431] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-24 14:01:10][2431] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-24 14:30:02][2432] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-24 14:30:03][2433] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-24 14:30:03][2433] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-24 14:31:06][2432] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-24 14:31:10][2432] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-24 15:00:05][2434] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-24 15:00:05][2435] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-24 15:00:05][2435] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-24 15:00:10][2434] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-24 15:01:11][2436] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-24 15:01:11][2436] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-24 15:30:03][2437] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-24 15:30:03][2438] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-24 15:30:03][2438] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-24 15:30:08][2437] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-24 16:00:02][2439] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-24 16:00:04][2440] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-24 16:00:04][2440] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-24 16:00:07][2439] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-24 16:01:07][2441] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-24 16:01:08][2441] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-24 16:30:02][2442] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-24 16:30:03][2443] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-24 16:30:03][2443] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-24 16:30:07][2442] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-24 17:00:02][2444] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-24 17:00:04][2445] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-24 17:00:04][2445] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-24 17:00:07][2444] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-24 17:01:07][2446] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-24 17:01:07][2446] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-24 17:30:05][2448] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-24 17:30:05][2448] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-24 17:30:04][2447] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-24 17:30:09][2447] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-24 18:00:03][2450] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-24 18:00:03][2450] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-24 18:00:03][2449] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-24 18:00:07][2449] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-24 18:30:02][2451] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-24 18:30:04][2452] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-24 18:30:04][2452] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-24 18:30:06][2451] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-24 19:00:02][2453] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-24 19:00:03][2454] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-24 19:00:03][2454] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-24 19:00:06][2453] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-24 19:30:04][2455] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-24 19:30:04][2456] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-24 19:30:04][2456] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-24 19:30:09][2455] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-24 20:00:02][2457] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-24 20:00:03][2458] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-24 20:00:04][2458] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-24 20:00:07][2457] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-24 20:30:01][2459] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-24 20:30:02][2460] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-24 20:30:02][2460] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-24 20:30:06][2459] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-24 21:00:03][2461] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-24 21:00:04][2462] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-24 21:00:04][2462] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-24 21:00:08][2461] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-24 21:01:10][2463] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-24 21:01:10][2463] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-24 21:30:02][2464] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-24 21:30:03][2465] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-24 21:30:03][2465] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-24 21:30:07][2464] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-24 22:00:04][2466] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-24 22:00:05][2467] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-24 22:00:05][2467] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-24 22:00:08][2466] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-24 22:01:08][2468] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-24 22:01:08][2468] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-24 22:30:03][2469] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-24 22:30:03][2470] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-24 22:30:04][2470] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-24 22:30:07][2469] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-24 23:00:02][2471] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-24 23:00:04][2472] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-24 23:00:04][2472] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-24 23:00:07][2471] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-24 23:30:02][2473] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-24 23:30:04][2474] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-24 23:30:04][2474] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-24 23:30:06][2473] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-25 00:00:04][2475] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-25 00:00:05][2476] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-25 00:00:05][2476] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-25 00:00:08][2475] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-25 00:30:02][2477] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-25 00:30:03][2478] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-25 00:30:03][2478] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-25 00:30:06][2477] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-25 01:00:04][2480] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-25 01:00:04][2480] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-25 01:00:03][2479] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-25 01:00:08][2479] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-25 01:01:08][2481] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-25 01:01:08][2481] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-25 01:30:02][2482] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-25 01:30:03][2483] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-25 01:30:03][2483] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-25 01:30:07][2482] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-25 02:00:05][2485] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-25 02:00:04][2484] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-25 02:00:05][2485] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-25 02:00:08][2484] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-25 02:30:03][2487] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-25 02:30:03][2487] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-25 02:30:02][2486] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-25 02:30:07][2486] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-25 03:00:05][2489] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-25 03:00:05][2489] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-25 03:00:04][2488] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-25 03:00:09][2488] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-25 03:01:09][2490] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-25 03:01:09][2490] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-25 03:30:04][2492] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-25 03:30:04][2492] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-25 03:30:03][2491] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-25 03:30:07][2491] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-25 04:00:02][2493] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-25 04:00:05][2494] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-25 04:00:05][2494] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-25 04:00:08][2493] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-25 04:30:02][2495] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-25 04:30:03][2496] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-25 04:30:04][2496] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-25 04:31:07][2495] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-25 04:31:11][2495] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-25 05:00:03][2498] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-25 05:00:03][2498] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-25 05:00:02][2497] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-25 05:00:07][2497] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-25 05:01:07][2499] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-25 05:01:07][2499] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-25 05:30:02][2500] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-25 05:30:04][2501] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-25 05:30:04][2501] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-25 05:30:08][2500] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-25 06:00:02][2502] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-25 06:00:05][2503] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-25 06:00:05][2503] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-25 06:00:07][2502] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-25 06:30:02][2504] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-25 06:30:04][2505] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-25 06:30:04][2505] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-25 06:30:08][2504] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-25 07:00:02][2506] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-25 07:00:03][2507] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-25 07:00:03][2507] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-25 07:00:07][2506] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-25 07:30:04][2508] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-25 07:30:05][2509] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-25 07:30:05][2509] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-25 07:30:09][2508] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-25 08:00:02][2510] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-25 08:00:04][2511] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-25 08:00:04][2511] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-25 08:00:07][2510] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-25 08:30:02][2512] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-25 08:30:04][2513] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-25 08:30:04][2513] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-25 08:30:07][2512] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-25 09:00:02][2514] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-25 09:00:04][2515] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-25 09:00:04][2515] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-25 09:00:06][2514] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-25 09:30:03][2516] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-25 09:30:05][2517] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-25 09:30:05][2517] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-25 09:30:07][2516] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-25 10:00:02][2518] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-25 10:00:04][2519] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-25 10:00:04][2519] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-25 10:00:06][2518] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-25 10:30:02][2520] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-25 10:30:03][2521] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-25 10:30:03][2521] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-25 10:30:07][2520] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-25 11:00:04][2522] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-25 11:00:05][2523] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-25 11:00:05][2523] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-25 11:00:08][2522] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-25 11:30:03][2524] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-25 11:30:03][2525] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-25 11:30:04][2525] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-25 11:30:07][2524] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-25 12:00:02][2526] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-25 12:00:04][2527] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-25 12:00:04][2527] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-25 12:00:08][2526] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-25 12:01:08][2528] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-25 12:01:08][2528] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-25 12:30:03][2529] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-25 12:30:04][2530] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-25 12:30:04][2530] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-25 12:30:07][2529] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-25 13:00:03][2531] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-25 13:00:04][2532] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-25 13:00:05][2532] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-25 13:00:09][2531] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-25 13:01:09][2533] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-25 13:01:09][2533] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-25 13:30:04][2534] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-25 13:30:04][2535] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-25 13:30:05][2535] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-25 13:30:08][2534] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-25 14:00:02][2536] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-25 14:00:03][2537] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-25 14:00:03][2537] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-25 14:00:07][2536] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-25 14:30:02][2538] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-25 14:30:04][2539] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-25 14:30:04][2539] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-25 14:30:06][2538] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-25 15:00:02][2540] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-25 15:00:04][2541] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-25 15:00:04][2541] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-25 15:00:07][2540] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-25 15:01:07][2542] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-25 15:01:07][2542] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-25 15:30:02][2543] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-25 15:30:04][2544] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-25 15:30:04][2544] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-25 15:30:07][2543] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-25 16:00:03][2545] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-25 16:00:05][2546] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-25 16:00:05][2546] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-25 16:00:07][2545] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-25 16:01:07][2547] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-25 16:01:08][2547] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-25 16:30:02][2549] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-25 16:30:02][2549] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-25 16:30:02][2548] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-25 16:30:07][2548] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-25 17:00:05][2551] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-25 17:00:05][2551] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-25 17:00:04][2550] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-25 17:00:09][2550] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-25 17:30:01][2552] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-25 17:30:03][2553] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-25 17:30:03][2553] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-25 17:30:06][2552] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-25 18:00:03][2554] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-25 18:00:04][2555] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-25 18:00:07][2554] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-25 18:00:14][2555] Processed:  App\Jobs\ReadHotspot\HotspotLapan
