Horizon started successfully.
[2020-10-09 04:30:04][347] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-09 04:31:07][346] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-09 04:31:11][346] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-09 05:00:02][348] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-09 05:00:03][349] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-09 05:00:03][349] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-09 05:00:07][348] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-09 05:30:02][350] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-09 05:30:03][351] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-09 05:30:04][351] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-09 05:30:06][350] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-09 06:00:01][352] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-09 06:00:02][353] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-09 06:00:02][353] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-09 06:00:06][352] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-09 06:30:03][354] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-09 06:30:04][355] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-09 06:30:04][355] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-09 06:30:08][354] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-09 07:00:05][356] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-09 07:00:06][357] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-09 07:00:06][357] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-09 07:00:09][356] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-09 07:30:04][358] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-09 07:30:04][359] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-09 07:30:04][359] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-09 07:30:08][358] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-09 08:00:02][360] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-09 08:00:03][361] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-09 08:00:03][361] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-09 08:00:07][360] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-09 08:30:04][362] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-09 08:30:05][363] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-09 08:30:05][363] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-09 08:30:08][362] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-09 09:00:02][364] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-09 09:00:03][365] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-09 09:00:03][365] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-09 09:00:06][364] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-09 09:30:04][366] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-09 09:30:04][367] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-09 09:30:05][367] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-09 09:30:09][366] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-09 10:00:02][368] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-09 10:00:03][369] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-09 10:00:03][369] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-09 10:00:09][368] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-09 10:30:04][370] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-09 10:30:05][371] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-09 10:30:05][371] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-09 10:30:08][370] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-09 11:00:02][372] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-09 11:00:03][373] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-09 11:00:03][373] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-09 11:00:08][372] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-09 11:30:02][374] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-09 11:30:04][375] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-09 11:30:04][375] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-09 11:30:06][374] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-09 12:00:04][377] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-09 12:00:04][377] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-09 12:00:04][376] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-09 12:00:08][376] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-09 12:01:08][378] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-09 12:01:08][378] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-09 12:30:03][380] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-09 12:30:03][380] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-09 12:30:02][379] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-09 12:30:06][379] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-09 13:00:04][382] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-09 13:00:04][382] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-09 13:00:04][381] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-09 13:00:12][381] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-09 13:01:12][383] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-09 13:01:12][383] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-09 13:30:02][384] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-09 13:30:04][385] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-09 13:30:04][385] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-09 13:30:07][384] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-09 13:31:07][386] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-09 13:31:07][386] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-09 14:00:02][387] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-09 14:00:04][388] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-09 14:00:04][388] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-09 14:00:06][387] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-09 14:01:07][389] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-09 14:01:07][389] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-09 14:30:02][390] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-09 14:30:04][391] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-09 14:30:05][391] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-09 14:30:08][390] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-09 14:31:08][392] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-09 14:31:08][392] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-09 15:00:03][393] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-09 15:00:04][394] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-09 15:00:04][394] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-09 15:00:07][393] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-09 15:01:07][395] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-09 15:01:07][395] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-09 15:30:02][396] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-09 15:30:03][397] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-09 15:30:03][397] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-09 15:30:06][396] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-09 15:31:06][398] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-09 15:31:06][398] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-09 16:00:04][399] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-09 16:00:04][400] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-09 16:00:04][400] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-09 16:00:09][399] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-09 16:01:10][401] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-09 16:01:11][401] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-09 16:30:02][402] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-09 16:30:03][403] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-09 16:30:03][403] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-09 16:30:07][402] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-09 16:31:09][404] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-09 16:31:09][404] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-09 17:00:02][405] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-09 17:00:04][406] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-09 17:00:04][406] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-09 17:00:07][405] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-09 17:01:07][407] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-09 17:01:07][407] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-09 17:30:03][408] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-09 17:30:05][409] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-09 17:30:05][409] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-09 17:30:08][408] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-09 17:31:08][410] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-09 17:31:08][410] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-09 18:00:03][411] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-09 18:00:05][412] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-09 18:00:05][412] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-09 18:00:07][411] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-09 18:01:08][413] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-09 18:01:08][413] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-09 18:30:03][414] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-09 18:30:03][415] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-09 18:30:03][415] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-09 18:31:06][414] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-09 18:31:11][414] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-09 18:32:11][416] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-09 18:32:11][416] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-09 19:00:02][418] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-09 19:00:02][418] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-09 19:00:02][417] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-09 19:00:07][417] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-09 19:01:07][419] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-09 19:01:08][419] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-09 19:30:02][420] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-09 19:30:04][421] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-09 19:30:04][421] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-09 19:30:07][420] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-09 19:31:07][422] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-09 19:31:07][422] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-09 20:00:05][423] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-09 20:00:05][424] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-09 20:00:05][424] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-09 20:00:09][423] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-09 20:01:11][425] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-09 20:01:11][425] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-09 20:30:03][426] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-09 20:30:04][427] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-09 20:30:04][427] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-09 20:30:07][426] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-09 20:31:07][428] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-09 20:31:07][428] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-09 21:00:02][429] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-09 21:00:03][430] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-09 21:00:03][430] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-09 21:00:06][429] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-09 21:01:06][431] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-09 21:01:06][431] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-09 21:30:03][432] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-09 21:30:04][433] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-09 21:30:04][433] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-09 21:31:07][432] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-09 21:31:13][432] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-09 21:32:13][434] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-09 21:32:13][434] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-09 22:00:02][435] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-09 22:00:03][436] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-09 22:00:03][436] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-09 22:00:08][435] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-09 22:01:09][437] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-09 22:01:09][437] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-09 22:30:02][438] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-09 22:30:04][439] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-09 22:30:04][439] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-09 22:30:07][438] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-09 22:31:07][440] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-09 22:31:07][440] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-09 23:00:02][441] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-09 23:00:03][442] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-09 23:00:03][442] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-09 23:00:06][441] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-09 23:01:06][443] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-09 23:01:06][443] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-09 23:30:02][444] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-09 23:30:04][445] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-09 23:30:04][445] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-09 23:30:07][444] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-09 23:31:07][446] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-09 23:31:07][446] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 00:00:04][447] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-10 00:00:05][448] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-10 00:00:05][448] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-10 00:00:09][447] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-10 00:01:09][449] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 00:01:09][449] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 00:30:02][450] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-10 00:30:04][451] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-10 00:30:04][451] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-10 00:30:07][450] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-10 00:31:07][452] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 00:31:07][452] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 01:00:02][453] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-10 01:00:04][454] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-10 01:00:04][454] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-10 01:00:06][453] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-10 01:01:07][455] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 01:01:07][455] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 01:30:02][456] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-10 01:30:03][457] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-10 01:30:03][457] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-10 01:31:06][456] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-10 01:31:11][456] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-10 01:32:11][458] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 01:32:11][458] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 02:00:03][459] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-10 02:00:04][460] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-10 02:00:04][460] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-10 02:00:08][459] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-10 02:01:10][461] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 02:01:11][461] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 02:30:02][462] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-10 02:30:03][463] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-10 02:30:03][463] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-10 02:30:07][462] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-10 02:31:09][464] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 02:31:09][464] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 03:00:02][465] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-10 03:00:04][466] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-10 03:00:04][466] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-10 03:00:07][465] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-10 03:01:07][467] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 03:01:07][467] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 03:30:03][468] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-10 03:30:05][469] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-10 03:30:05][469] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-10 03:30:08][468] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-10 03:31:08][470] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 03:31:08][470] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 04:00:03][471] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-10 04:00:05][472] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-10 04:00:05][472] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-10 04:00:08][471] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-10 04:01:08][473] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 04:01:08][473] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 04:30:03][474] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-10 04:30:04][475] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-10 04:30:04][475] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-10 04:30:08][474] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-10 04:31:07][476] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 04:31:07][476] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 05:00:02][477] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-10 05:00:05][478] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-10 05:00:05][478] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-10 05:00:07][477] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-10 05:01:07][479] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 05:01:07][479] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 05:30:02][481] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-10 05:30:02][481] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-10 05:30:01][480] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-10 05:30:06][480] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-10 05:31:06][482] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 05:31:06][482] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 06:00:04][484] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-10 06:00:04][484] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-10 06:00:03][483] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-10 06:00:07][483] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-10 06:01:07][485] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 06:01:08][485] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 06:30:02][486] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-10 06:30:04][487] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-10 06:30:04][487] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-10 06:30:10][486] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-10 06:31:10][488] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 06:31:11][488] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 07:00:02][489] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-10 07:00:03][490] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-10 07:00:03][490] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-10 07:00:07][489] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-10 07:01:09][491] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 07:01:10][491] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 07:30:04][492] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-10 07:30:05][493] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-10 07:30:05][493] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-10 07:30:09][492] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-10 07:31:11][494] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 07:31:11][494] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 08:00:03][495] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-10 08:00:03][496] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-10 08:00:03][496] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-10 08:00:07][495] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-10 08:01:09][497] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 08:01:10][497] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 08:30:02][498] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-10 08:30:04][499] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-10 08:30:04][499] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-10 08:30:06][498] Processed:  App\Jobs\ReadHotspot\HotspotModis
[2020-10-10 08:31:06][500] Processing: App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 08:31:07][500] Processed:  App\Jobs\ReadHotspot\UpdateResumeHotspot
[2020-10-10 09:00:04][502] Processing: App\Jobs\ReadHotspot\HotspotLapan
[2020-10-10 09:00:04][502] Processed:  App\Jobs\ReadHotspot\HotspotLapan
[2020-10-10 09:00:04][501] Processing: App\Jobs\ReadHotspot\HotspotModis
[2020-10-10 09:00:09][501] Processed:  App\Jobs\ReadHotspot\HotspotModis
